name,ex,em,hardness,error_pair__model_output,error_pair__ground_truth
SPIDER_dev_555,TRUE,FALSE,medium,,
SPIDER_dev_556,TRUE,FALSE,medium,,
SPIDER_dev_557,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Students)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|first_name), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|first_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|middle_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|last_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_558,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Students)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|last_name), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|first_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|middle_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|last_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_560,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Students)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|current_address_id), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|<=|#1)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|first_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False]]",None
SPIDER_dev_561,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Addresses)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Students), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|address_id), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|line_3), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_562,TRUE,FALSE,extra,,
SPIDER_dev_563,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_564,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]]]",None
SPIDER_dev_565,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_566,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_567,TRUE,FALSE,easy,,
SPIDER_dev_568,TRUE,FALSE,easy,,
SPIDER_dev_569,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]]]",None
SPIDER_dev_570,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#3'])], False]]",None
SPIDER_dev_572,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|Student_Enrolment_Courses|course_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcript_Contents), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|=|rs|col|Courses|course_name)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Student_Enrolment_Courses|student_enrolment_id), QDMRStepArg(arg_type='ref', arg=['#6'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#7'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#8']), QDMRStepArg(arg_type='ref', arg=['#8']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_573,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Transcripts)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_id), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transcripts|transcript_date), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]",None
SPIDER_dev_574,TRUE,FALSE,extra,,
SPIDER_dev_575,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|Semesters|semester_name)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Student_Enrolment), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Master|col|Degree_Programs|degree_summary_name)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Bachelor|col|Degree_Programs|degree_summary_name)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Semesters|semester_name), QDMRStepArg(arg_type='ref', arg=['#5'])], False]]",None
SPIDER_dev_576,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Semesters)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Student_Enrolment), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Bachelor|col|Degree_Programs|degree_summary_name)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Bachelor|col|Degree_Programs|degree_summary_name)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Student_Enrolment|semester_id), QDMRStepArg(arg_type='ref', arg=['#6'])], False]]",None
SPIDER_dev_577,TRUE,FALSE,easy,,
SPIDER_dev_578,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|city)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|Students)], False]]",None
SPIDER_dev_579,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|Students|other_student_details)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Students|other_student_details), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['sort', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg='ascending')]]]",None
SPIDER_dev_580,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Students)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Student_Enrolment|other_details), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['sort', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg='ascending')]]]",None
SPIDER_dev_581,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Sections)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Sections|section_name), QDMRStepArg(arg_type='ref', arg=['#1'])], False]]",None
SPIDER_dev_582,TRUE,FALSE,easy,,
SPIDER_dev_583,TRUE,FALSE,hard,,
SPIDER_dev_584,TRUE,FALSE,hard,,
SPIDER_dev_585,TRUE,FALSE,easy,,
SPIDER_dev_586,TRUE,FALSE,easy,,
SPIDER_dev_587,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Directed_by), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Ben Jones|col|Cartoon|Directed_by)], False]]",None
SPIDER_dev_588,TRUE,FALSE,easy,,
SPIDER_dev_589,TRUE,FALSE,easy,,
SPIDER_dev_590,TRUE,FALSE,easy,,
SPIDER_dev_591,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Title), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Directed_by), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Directed_by), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]], ['sort', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg='ascending')]]]",None
SPIDER_dev_592,TRUE,FALSE,medium,,
SPIDER_dev_593,TRUE,FALSE,medium,,
SPIDER_dev_594,TRUE,FALSE,medium,,
SPIDER_dev_595,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|=|English|col|TV_Channel|Language)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_596,TRUE,FALSE,hard,,
SPIDER_dev_597,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#2'])], True], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_598,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#2'])], True], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_599,TRUE,FALSE,easy,,
SPIDER_dev_600,TRUE,FALSE,easy,,
SPIDER_dev_601,TRUE,FALSE,easy,,
SPIDER_dev_602,TRUE,FALSE,easy,,
SPIDER_dev_603,TRUE,FALSE,easy,,
SPIDER_dev_604,TRUE,FALSE,easy,,
SPIDER_dev_605,TRUE,FALSE,hard,,
SPIDER_dev_606,TRUE,FALSE,hard,,
SPIDER_dev_607,TRUE,FALSE,medium,,
SPIDER_dev_608,TRUE,FALSE,medium,,
SPIDER_dev_609,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#2'])], False]]",None
SPIDER_dev_610,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#2'])], False]]",None
SPIDER_dev_611,TRUE,FALSE,medium,,
SPIDER_dev_612,TRUE,FALSE,medium,,
SPIDER_dev_613,TRUE,FALSE,easy,,
SPIDER_dev_614,TRUE,FALSE,easy,,
SPIDER_dev_615,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_series)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_series|Rating), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|3.0|col|TV_series|Rating)], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_series|Episode), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_series|Rating), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_616,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|TV_series|Episode)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_series|Rating), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|3.0|col|TV_series|Rating)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|3.0|col|TV_series|Rating)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_617,TRUE,FALSE,medium,,
SPIDER_dev_618,TRUE,FALSE,medium,,
SPIDER_dev_619,TRUE,FALSE,easy,,
SPIDER_dev_620,TRUE,FALSE,easy,,
SPIDER_dev_621,TRUE,FALSE,easy,,
SPIDER_dev_622,TRUE,FALSE,easy,,
SPIDER_dev_623,TRUE,FALSE,medium,,
SPIDER_dev_624,TRUE,FALSE,medium,,
SPIDER_dev_625,TRUE,FALSE,medium,,
SPIDER_dev_626,TRUE,FALSE,medium,,
SPIDER_dev_627,TRUE,FALSE,medium,,
SPIDER_dev_628,TRUE,FALSE,medium,,
SPIDER_dev_629,TRUE,FALSE,medium,,
SPIDER_dev_630,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon)], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Production_code), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|Channel), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_631,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Option|col|TV_Channel|Package_Option)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Package_Option), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_632,FALSE,FALSE,medium,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Hight_definition_TV), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Option|col|TV_Channel|Package_Option)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Package_Option), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|series_name), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]",None
SPIDER_dev_633,TRUE,FALSE,medium,,
SPIDER_dev_634,TRUE,FALSE,medium,,
SPIDER_dev_635,TRUE,FALSE,hard,,
SPIDER_dev_636,TRUE,FALSE,hard,,
SPIDER_dev_637,TRUE,FALSE,extra,,
SPIDER_dev_638,TRUE,FALSE,extra,,
SPIDER_dev_639,TRUE,FALSE,medium,,
SPIDER_dev_640,TRUE,FALSE,medium,,
SPIDER_dev_641,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|Country), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]",None
SPIDER_dev_642,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|TV_Channel|id), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]",None
SPIDER_dev_643,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Ben Jones|col|Cartoon|Directed_by)], False], ['discard', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|id), QDMRStepArg(arg_type='ref', arg=['#3'])], False]]",None
SPIDER_dev_644,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|TV_Channel)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Cartoon), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Ben Jones|col|Cartoon|Directed_by)], False], ['discard', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Cartoon|id), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]",None
SPIDER_dev_645,TRUE,FALSE,hard,,
