name,ex,em,hardness,error_pair
SPIDER_train_5663,FALSE,FALSE,hard,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Products)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_price), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|Sony|col|Products|product_name)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":1,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":16},""ref"":0,""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Avg""}},""ref"":1,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":1,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Gt""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":15},""comp_val"":{""_type"":""CompGrounding"",""grounding"":44}},""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref"":3,""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Products)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_price), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]""}"
SPIDER_train_5794,FALSE,TRUE,extra,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Complaints|product_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Complaints), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Staff), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Staff|last_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":27,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":3},""ref"":0,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Min""}},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":0},""ref"":2,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":7},""ref"":3,""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Complaints|product_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Complaints), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Staff), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Staff|last_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]""}"
SPIDER_train_5882,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|date_of_transaction)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|amount_of_transaction), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|100|col|Transactions|amount_of_transaction)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|amount_of_transaction), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|100|col|Transactions|amount_of_transaction)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|date_of_transaction), QDMRStepArg(arg_type='ref', arg=['#6'])], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":17,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":18},""ref"":0,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":1,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Ge""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":18},""comp_val"":{""_type"":""CompGrounding"",""grounding"":28}},""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":18},""ref"":0,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":3,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Ge""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":18},""comp_val"":{""_type"":""CompGrounding"",""grounding"":28}},""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":2,""ref2"":4,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":17},""ref"":5,""step"":{""_type"":""FinalStep""}}}}}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|date_of_transaction)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|amount_of_transaction), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|100|col|Transactions|share_count)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|amount_of_transaction), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|100|col|Transactions|amount_of_transaction)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#5'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Transactions|date_of_transaction), QDMRStepArg(arg_type='ref', arg=['#6'])], False]]""}"
SPIDER_train_6063,FALSE,TRUE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Customers)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|10|col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|<=|20|col|Customers|customer_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Customers|date_became_customer), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":2,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Ge""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":16},""comp_val"":{""_type"":""CompGrounding"",""grounding"":39}},""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Le""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":16},""comp_val"":{""_type"":""CompGrounding"",""grounding"":41}},""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":19},""ref"":0,""step"":{""_type"":""NextStepIntersect"",""intersection"":{""_type"":""intersection"",""ref1"":3,""ref2"":1,""union_3arg"":{""_type"":""RefArg"",""ref"":2},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|Customers)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|10|col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|<=|20|col|Customers|customer_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Customers|date_became_customer), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
SPIDER_train_6064,FALSE,TRUE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|<=|20|col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|10|col|Customers|customer_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Customers), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Customers|date_became_customer), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":16,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Le""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":16},""comp_val"":{""_type"":""CompGrounding"",""grounding"":41}},""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":1,""ref2"":1,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Ge""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":16},""comp_val"":{""_type"":""CompGrounding"",""grounding"":39}},""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":2},""ref"":2,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":19},""ref"":3,""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|<=|20|col|Customers|customer_id)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>=|10|col|Customers|customer_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Customers), QDMRStepArg(arg_type='ref', arg=['#3'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Customers|date_became_customer), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]""}"
SPIDER_train_6093,FALSE,TRUE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Addresses), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|address_id), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|4|col|Addresses|address_id)], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":12,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":0},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""UseColumn"",""grounding"":7},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":2,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Gt""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":7},""comp_val"":{""_type"":""CompGrounding"",""grounding"":39}},""step"":{""_type"":""FinalStep""}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Addresses), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|address_id), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|4|col|Addresses|address_id)], False]]""}"
SPIDER_train_6094,FALSE,TRUE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Addresses), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|address_id), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|4|col|Addresses|address_id)], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":12,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":0},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""UseColumn"",""grounding"":7},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":2,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Gt""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":7},""comp_val"":{""_type"":""CompGrounding"",""grounding"":39}},""step"":{""_type"":""FinalStep""}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|country)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|Addresses), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|Addresses|address_id), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|>|4|col|Addresses|address_id)], False]]""}"
SPIDER_train_6132,FALSE,FALSE,extra,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Order_Items|product_id)], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_details), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_id), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":37,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Min""}},""ref1"":0,""ref2"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":15},""ref"":1,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":14},""ref"":1,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":2,""ref2"":3,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|Order_Items|product_id)], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_details), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|Products|product_id), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#4'])]]]""}"
SPIDER_train_6272,FALSE,TRUE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|city|City)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|city)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2010|col|hosting_city|Year)], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":5,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""NoOp""},""column_type"":{""_type"":""NoColumnGrounding""},""comp_val"":{""_type"":""CompGrounding"",""grounding"":0}},""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":1,""ref2"":1,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Gt""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":28},""comp_val"":{""_type"":""CompGrounding"",""grounding"":32}},""step"":{""_type"":""FinalStep""}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|city|City)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|city)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2010|col|hosting_city|Year)], False]]""}"
SPIDER_train_6273,FALSE,TRUE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|city|City)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|hosting_city)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2010|col|hosting_city|Year)], False]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":5,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""NoOp""},""column_type"":{""_type"":""NoColumnGrounding""},""comp_val"":{""_type"":""CompGrounding"",""grounding"":3}},""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":1,""ref2"":1,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""CompOp"",""comparative_ops"":{""_type"":""Gt""}},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":28},""comp_val"":{""_type"":""CompGrounding"",""grounding"":32}},""step"":{""_type"":""FinalStep""}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|city|City)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=tbl|hosting_city)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|2010|col|hosting_city|Year)], False]]""}"
