id,source_text,target_text
169,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:cars_data, comparative #1 #1 =8 col:cars_data/Cylinders, comparative #1 #1 <1980 col:cars_data/Year, union #2 #3, project col:cars_data/MPG #4, aggregate max #5"
170,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:cars_data, comparative #1 #1 =8 col:cars_data/Cylinders, comparative #1 #1 <1980 col:cars_data/Year, union #2 #3, project col:cars_data/MPG #4, aggregate max #5"
171,Which models are lighter than 3500 but not built by the 'Ford Motor Company'? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select col:model_list, comparative #1 #1 <3500 col:cars_data/Weight, comparative #1 #1 !=Ford Motor Company col:car_makers/FullName, intersection #1 #2 #3"
173,What are the name of the countries where there is not a single car maker? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:countries, comparative #1 #1 tbl:car_makers, discard #1 #2, project col:countries/CountryName #3"
175,Which are the car makers which produce at least 2 models and more than 3 car makers? List the id and the maker. <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 >=2, project tbl:car_names #1, group #5 #1, comparative #1 #6 >3, intersection #1 #4 #7, project col:car_makers/Maker #8, union #8 #9"
176,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 >=2, project tbl:car_names #4, group #5 #4, comparative #4 #6 >3, project col:car_makers/Id #7, project col:car_makers/Maker #7, union #8 #9"
177,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 >3, project tbl:model_list #1, comparative #1 #5 =fiat, union #4 #6, project col:countries/CountryId #7, project col:countries/CountryName #7, union #8 #9"
178,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model? <tbl> continents countries car_makers model_list car_names cars_data </tbl> <col> ContId Continent CountryId CountryName Continent Id Maker FullName Country ModelId Maker Model MakeId Model Make Id MPG Cylinders Edispl Horsepower Weight Accelerate Year </col>,"select tbl:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 >3, comparative #1 #1 =fiat col:model_list/Model, union #4 #5, project col:countries/CountryId #6, project col:countries/CountryName #6, union #7 #8"

180,What is the average salary for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
181,What is the average income for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
182,What is the average salary for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
183,What is the average income for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
184,What is the average salary for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
185,What is the average income for different education level? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, project col:cars_data/Education_Level #1, project col:cars_data/Salary #2, aggregate avg #3"
186,What is the average salary for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #4, aggregate avg #5"
187,What is the average income for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
188,What is the average salary for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
189,What is the average income for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
190,What is the average salary for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
191,What is the average income for people who have PhD degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
186,What is the average salary for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
187,What is the average income for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
188,What is the average salary for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
189,What is the average income for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
190,What is the average salary for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
191,What is the average income for people who have master degree and work in industry? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =Industry col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
186,What is the average salary for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
187,What is the average income for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
188,What is the average salary for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
189,What is the average income for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
190,What is the average salary for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
191,What is the average income for people who have master degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =master col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
186,What is the average salary for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
187,What is the average income for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
188,What is the average salary for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
189,What is the average income for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
190,What is the average salary for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
191,What is the average income for people who have PhD degree and work in acamadia? <tbl> education_salary </tbl> <col> ID Name Education_Level Career Salary </col>,"select tbl:education_salary, comparative #1 #1 =PhD col:cars_data/Education_Level, comparative #1 #1 =acamadia col:cars_data/Career, intersection #1 #2 #3, project col:cars_data/Salary #2, aggregate avg #3"
191,What is the maximum gold medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Asia? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Asia col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum gold medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Gold_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum silver medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Silver_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
191,What is the maximum bronze medals for countries in Europe? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Europe col:winter_olympic/Continent, project col:winter_olympic/Bronze_Medal #2, aggregate max #3"
1,How many gold medals did Switzerland win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Switzerland win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Switzerland win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Switzerland win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Switzerland win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Switzerland win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Switzerland win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Switzerland win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Switzerland win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Switzerland win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Switzerland win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Switzerland win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Switzerland col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did USA win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did USA win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did USA win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did USA win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did USA win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did USA win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did USA win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did USA win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did USA win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
