id,source_text,output_text,alt_text
653,Show the names of editors of age either 24 or 25.,"select tbl:editor, project col:editor/Age #1, comparative #1 #2 =24, comparative #1 #2 =25, union #3 #4, project col:editor/Name #5","select tbl:editor, project col:editor/Age #1, comparative #1 #2 =24, comparative #1 #2 =25, union #3 #4"
655,What are the different ages of editors? Show each age along with the number of editors of that age.,"select tbl:editor, group #1 #2, union #2 #3","select col:editor, project tbl:editor #1, group #2 #1, union #1 #3"
656,Please show the most common age of editors.,"select tbl:editor, project col:editor/Age #1, group #1 #2, superlative #2 #3","select tbl:editor, project col:editor/Age #1, group #2 #1, superlative #1 #3"
657,Show the distinct themes of journals.,select tbl:journal,select col:journal
659,"For each journal_committee, find the editor name and the journal theme.","select tbl:journal_committee, project col:journal/Editor #1, project col:journal/Theme #1, union #2 #3","select col:journal_committee, project tbl:journal #1, project col:editor/Name #2, project col:journal/Theme #2, union #3 #4"
660,"Show the names and ages of editors and the theme of journals for which they serve on committees, in ascending alphabetical order of theme.","select tbl:editor, project col:editor/Name #1, project col:editor/Age #1, project col:journal/Theme #1, project col:journal/Theme #4, union #2 #3 #5, sort #6 #5 ascending","select tbl:editor, project col:editor/Name #1, project col:editor/Age #1, project col:journal/Theme #1, project col:journal/Theme #3, union #2 #4 #5, sort #6 #5"
661,Show the names of editors that are on the committee of journals with sales bigger than 3000.,"select tbl:journal_committee, project col:journal/Sales #1, comparative #1 #2 >3000, project tbl:journal_committee #3, project col:editor/Name #4","select tbl:journal_committee, project col:journal/Sales #1, comparative #1 #2 >3000, project tbl:journal_committee #3, project col:editor/name #4"
662,"Show the id, name of each editor and the number of journal committees they are on.","select col:editor, project col:editor/Editor_ID #1, project col:editor/Name #1, project tbl:journal_committee #1, group #4 #1, union #2 #3 #5","select col:editor, project col:editor/Editor_ID #1, project col:editor/Name #1, project tbl:journal_committee #1, group #5 #1, union #2 #4 #6"
667,How many accounts do we have?,"select tbl:Accounts, aggregate count #1","select col:Accounts, aggregate count #1"
669,"Show ids, customer ids, names for all accounts.","select tbl:Accounts, project col:Accounts/account_id #1, project col:Accounts/customer_id #1, project col:Accounts/account_name #1, union #2 #3 #4","select tbl:Accounts, project col:Accounts/account_name #1, project col:Accounts/account_id #1, project col:Accounts/customer_id #1, union #2 #3 #4"
670,"What are the account ids, customer ids, and account names for all the accounts?","select tbl:Accounts, project col:Accounts/account_id #1, project col:Accounts/customer_id #1, project col:Accounts/account_name #1, union #2 #3 #4","select tbl:Accounts, project col:Accounts/account_name #1, project col:Accounts/account_id #1, project col:Accounts/customer_id #1, union #4 #2 #3"
671,Show other account details for account with name 338.,"select tbl:Accounts, project col:Accounts/account_name #1, comparative #1 #2 =338, project col:Accounts/other_account_details #3","select tbl:Accounts, comparative #1 #1 =338 col:Accounts/account_name, project col:Accounts/other_account_details #2"
672,What are the other account details for the account with the name 338?,"select tbl:Accounts, project col:Accounts/account_name #1, comparative #1 #2 =338, project col:Accounts/other_account_details #3","select tbl:Accounts, project col:Accounts/account_name #1, comparative #1 #2 =388, project col:Accounts/other_account_details #3"
673,"What is the first name, last name, and phone of the customer with account name 162?","select tbl:Customers, project tbl:Accounts #1, comparative #1 #2 =162, project col:Customers/customer_first_name #3, project col:Customers/customer_last_name #3, project col:Customers/customer_phone #3, union #4 #5 #6","select tbl:Customers, project tbl:Accounts #1, comparative #1 #2 =162, project col:Customers/customer_last_name #3, project col:Customers/customer_phone #3, union #4 #5 #6"
675,How many accounts does the customer with first name Art and last name Turcotte have?,"select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, project col:Customers/customer_last_name #1, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Accounts #6, aggregate count #7","select tbl:Customers, project col:Customers/customer_last_name #1, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Accounts #6, aggregate count #7"
676,Return the number of accounts that the customer with the first name Art and last name Turcotte has.,"select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, project col:Customers/customer_last_name #1, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Accounts #6, aggregate count #7","select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, project col:Customers/customer_last_name #1, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Accounts #6, group #7 #6"
677,Show all customer ids and the number of accounts for each customer.,"select col:Accounts, project col:Accounts/customer_id #1, project tbl:Accounts #1, group #3 #1, union #2 #4","select col:Accounts, project col:Accounts/customer_id #1, project tbl:Accounts #2, group #3 #2, union #2 #4"
678,How many accounts are there for each customer id?,"select col:Accounts, project tbl:Accounts #1, group #2 #1, union #1 #3","select col:Accounts, project tbl:Accounts #2, group #3 #1, union #1 #4"
679,Show the customer id and number of accounts with most accounts.,"select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, project tbl:Accounts #4, aggregate count #6, union #5 #7","select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, project tbl:Accounts #4, aggregate count #5, union #5 #6"
680,"What is the customer id of the customer with the most accounts, and how many accounts does this person have?","select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, project tbl:Accounts #4, group #6 #4, union #5 #7","select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, aggregate max #3, union #5 #6"
683,Show the number of all customers without an account.,"select tbl:Customers, comparative #1 #1 tbl:Accounts, discard #1 #2, aggregate count #3","select tbl:customer, comparative #1 #1 tbl:account, discard #1 #2, aggregate count #3"
684,How many customers do not have an account?,"select tbl:Customers, comparative #1 #1 tbl:Accounts, discard #1 #2, aggregate count #3","select col:customer, comparative #1 #1 tbl:customer, discard #1 #2, aggregate count #3"
687,Show distinct first and last names for all customers with an account.,"select tbl:Customers, comparative #1 #1 tbl:Accounts, project col:Customers/customer_first_name #2, project col:Customers/customer_last_name #2, union #3 #4","select tbl:Customers, comparative #1 #1 tbl:Accounts, project col:Customers/customer_last_name #2, union #3 #4"
689,How many customers have an account?,"select col:Accounts, comparative #1 #1 tbl:Accounts, aggregate count #2","select tbl:Customers, comparative #1 #1 tbl:Accounts, aggregate count #2"
690,Count the number of customers who hold an account.,"select col:Accounts, comparative #1 #1 tbl:Accounts, aggregate count #2","select col:Customers, comparative #1 #1 tbl:Accounts, aggregate count #2"
692,Count the number of customers.,"select tbl:Customers, aggregate count #1","select col:Customers, aggregate count #1"
693,"Show ids, first names, last names, and phones for all customers.","select col:Customers, project col:Customers/customer_id #1, project col:Customers/customer_first_name #1, project col:Customers/customer_last_name #1, project col:Customers/customer_phone #1, union #2 #3 #4 #5","select tbl:Customers, project col:Customers/customer_id #1, project col:Customers/first_name #1, project col:Customers/last_name #1, project col:Customers/phone #1, union #2 #3 #4 #5"
695,What is the phone and email for customer with first name Aniyah and last name Feest?,"select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Aniyah, comparative #1 #2 =Feest, intersection #1 #3 #4, project col:Customers/customer_phone #5, project col:Customers/customer_email #5, union #6 #7","select tbl:Customers, comparative #1 #1 =Aniyah col:Customers/customer_last_name, comparative #2 #2 =Feest col:Customers/customer_last_name, project col:Customers/customer_phone #3, project col:Customers/customer_email #3, union #4 #5"
696,Return the phone and email of the customer with the first name Aniyah and last name Feest.,"select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Aniyah, comparative #1 #2 =Feest, intersection #1 #3 #4, project col:Customers/customer_phone #5, project col:Customers/customer_email #5, union #6 #7","select tbl:Customers, project col:Customers/customer_last_name #1, comparative #1 #2 =Aniyah, comparative #1 #2 =Feest, intersection #1 #3 #5, project col:Customers/customer_phone #6, project col:Customers/customer_email #6, union #7 #8"
697,Show the number of customer cards.,"select tbl:Customers_Cards, aggregate count #1","select tbl:Customer_Cards, aggregate count #1"
698,How many customer cards are there?,"select tbl:Customers_Cards, aggregate count #1","select tbl:Customer_Cards, aggregate count #1"
706,Count the number of cards the customer with the first name Art and last name Turcotte has.,"select tbl:Customers_Cards, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, project col:Customers/customer_last_name #1, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Customers_Cards #6, aggregate count #7","select tbl:Customers_Cards, project col:Customers/customer_last_name #1, project col:Customers/customer_last_name #1, comparative #1 #2 =Art, comparative #1 #4 =Turcotte, intersection #1 #3 #5, project tbl:Customers_Cards #6, aggregate count #7"
707,How many debit cards do we have?,"select tbl:Customers_Cards, aggregate count #1","select val:Customers_Cards, aggregate count #1"
708,Count the number of customer cards of the type Debit.,"select tbl:Customers_Cards, project col:Customers_Cards/card_type_code #1, comparative #1 #2 =Debit, aggregate count #3","select col:Customers_Cards, project tbl:Customers_Cards #1, project col:Customers_Cards/card_type_code #2, comparative #2 #3 =Debit, aggregate count #4"
712,"What are the different customer ids, and how many cards does each one hold?","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, union #1 #3","select tbl:Customers_Cards, project col:Customers_Cards/customer_id #1, group #1 #2, union #2 #3"
714,"Return the id of the customer who has the most cards, as well as the number of cards.","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, superlative #1 #3, project col:Customers_Cards/customer_id #4, project tbl:Customers_Cards #4, group #6 #4, union #5 #7","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, superlative #1 #3, project col:Customers_Cards/customer_id #4, project tbl:Customers_Cards #4, aggregate count #7, union #5 #6"
715,"Show id, first and last names for all customers with at least two cards.","select tbl:Customers, project tbl:Customers_Cards #1, group #2 #1, comparative #1 #3 >=2, project col:Customers/customer_id #4, project col:Customers/customer_first_name #4, project col:Customers/customer_last_name #4, union #5 #6 #7","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, comparative #1 #3 >=2, project col:Customers/customer_id #4, project col:Customers/customer_first_name #4, project col:Customers/customer_last_name #4, union #5 #6 #7"
717,"What is the customer id, first and last name with least number of accounts.","select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, project col:Customers/customer_first_name #4, project col:Customers/customer_last_name #4, union #5 #6 #7","select col:Accounts, project tbl:Accounts #1, group #2 #1, superlative #1 #3, project col:Accounts/customer_id #4, project col:Customers/customer_first_name #4, project col:Customers/customer_last_name #4, union #5 #6 #8"
719,Show all card type codes and the number of cards in each type.,"select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, project col:Customers_Cards/card_type_code #1, union #4 #3","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, project col:Customers_Cards/card_type_code #1, union #3 #4"
720,"What are the different card types, and how many cards are there of each?","select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, union #1 #3","select col:Customers_Cards, project none #1, group #2 #1, union #1 #3"
721,What is the card type code with most number of cards?,"select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, superlative #1 #3","select col:Customers_Cards, superlative #1 #1"
722,Return the code of the card type that is most common.,"select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, superlative #1 #3","select col:Customers_Cards, superlative #1 #1"
723,Show card type codes with at least 5 cards.,"select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, comparative #1 #3 >=5","select col:Customers_Cards, project none #1, group #2 #1, comparative #1 #3 >=5"
724,What are the codes of card types that have 5 or more cards?,"select col:Customers_Cards, project tbl:Customers_Cards #1, group #2 #1, comparative #1 #3 >=5, project col:Customers_Cards/card_type_code #4","select col:Customers_Cards, project tbl:Customer_Cards #1, group #2 #1, comparative #1 #3 >=5, project col:Customers_Cards/card_type_code #4"
729,Show all card type codes.,"select col:Customers_Cards, project col:Customers_Cards/card_type_code #1","select col:Customers_Cards, project none #1, project col:Customers_Cards/card_type_code #2"
730,What are the different card type codes?,"select tbl:Customers_Cards, project col:Customers_Cards/card_type_code #1","select col:Customers_Cards, project col:Customers_Cards/card_type_code #1"
731,Show the number of card types.,"select col:Customers_Cards, aggregate count #1","select tbl:Customers_Cards, aggregate count #1"
732,How many different card types are there?,"select col:Customers_Cards, aggregate count #2","select col:Customers_Cards, project none #1, aggregate count #2"
733,Show all transaction types.,select col:Financial_Transactions,select tbl:Financial_Transactions.
734,What are the different types of transactions?,select tbl:Financial_Transactions,select tbl:Transactions
735,Show the number of transaction types.,"select tbl:Financial_Transactions, aggregate count #1","select col:Transactions, aggregate count #1"
736,How many different types of transactions are there?,"select col:Financial_Transactions, project none #1, aggregate count #3","select col:Financial_Transactions, aggregate count #2"
737,What is the average and total transaction amount?,"select tbl:Financial_Transactions, project col:Financial_Transactions/transaction_amount #1, aggregate avg #2, aggregate sum #2, union #3 #4","select tbl:Transactions, project col:Transactions/amount_of_transaction #1, aggregate avg #2, aggregate sum #2, union #3 #4"
738,"Return the average transaction amount, as well as the total amount of all transactions.","select tbl:Financial_Transactions, project col:Financial_Transactions/transaction_amount #1, aggregate avg #2, aggregate sum #2, union #3 #4","select tbl:Financial_Transactions, project col:Financial_Transactions/amount_of_transaction #1, aggregate avg #2, aggregate sum #2, union #3 #4"
739,Show the card type codes and the number of transactions.,"select col:Customers_Cards, project tbl:Financial_Transactions #1, group #2 #1, union #1 #3","select col:Customers_Cards, project col:Customers_Cards/card_type_code #1, project tbl:Financial_Transactions #1, group #3 #1, union #2 #4."
740,"What are the different card types, and how many transactions have been made with each?","select col:Customers_Cards, project tbl:Financial_Transactions #2, group #3 #2, union #2 #4","select col:Customers_Cards, project tbl:Financial_Transactions #2, group #3 #1, union #2 #4"
741,Show the transaction type and the number of transactions.,"select col:Financial_Transactions, project tbl:Financial_Transactions #1, group #2 #1, union #1 #3","select tbl:Financial_Transactions, project col:Financial_Transactions/transaction_type #1, group #1 #2, union #2 #3."
742,"What are the different transaction types, and how many transactions of each have taken place?","select col:Financial_Transactions, project tbl:Financial_Transactions #2, group #3 #2, union #2 #4","select col:Financial_Transactions, project none #1, group #2 #1, union #1 #3"
743,What is the transaction type that has processed the greatest total amount in transactions?,"select tbl:Financial_Transactions, project col:Financial_Transactions/transaction_amount #1, group #2 #1, superlative #1 #3","select col:Financial_Transactions, project tbl:Financial_Transactions #1, project col:Financial_Transactions/amount_transaction #2, group #3 #1, superlative #1 #4"
744,Return the type of transaction with the highest total amount.,"select tbl:Transactions, project col:Transactions/amount_of_transaction #1, group #2 #1, superlative #1 #3, project col:Transactions/transaction_type #4","select tbl:Transactions, project col:Transactions/amount_of_transaction #1, group #2 #1, superlative #1 #3, project col:Transactions/transaction_type #4."
747,How many tracks do we have?,"select tbl:track, aggregate count #1","select col:Track, aggregate count #1"
748,Count the number of tracks.,"select tbl:track, aggregate count #1","select tbl:tracks, aggregate count #1"
749,Show the name and location for all tracks.,"select tbl:track, project col:track/Name #1, project col:track/Location #1, union #2 #3","select tbl:track, project col:track/Name #1, project col:track/Location #1, union #2 #3 #4"
750,What are the names and locations of all tracks?,"select tbl:track, project col:track/Name #1, project col:track/Location #1, union #2 #3","select tbl:track, project col:track/Name #1, project col:track/Location #1, union #2 #3!"
751,"Show names and seatings, ordered by seating for all tracks opened after 2000.","select tbl:track, comparative #1 #1 >2000 col:track/Year_Opened, project col:track/Name #2, project col:track/Seating #2, union #3 #4, sort #6 #5","select tbl:track, comparative #1 #1 >2000 col:track/Open_Year, project col:track/Name #2, project col:track/Seating #2, union #3 #4, sort #5 #4"
752,"What are the names and seatings for all tracks opened after 2000, ordered by seating?","select tbl:track, comparative #1 #1 >2000 col:track/Year_Opened, project col:track/Name #2, project col:track/Seating #2, union #3 #4, sort #5 #3","select tbl:track, comparative #1 #1 >2000 col:track/Open_Year, project col:track/Name #2, project col:track/Seating #2, union #3 #4, sort #6 #5"
754,"Return the name, location, and seating of the track that was opened in the most recent year.","select tbl:track, project col:track/Open_Year #1, superlative #1 #2, project col:track/Name #3, project col:track/Location #3, project col:track/Seating #3, union #4 #5 #6","select col:track, project col:track/Open_Year #1, superlative #1 #2, project col:track/Name #3, project col:track/Location #3, project col:track/Seating #3, union #4 #5 #6"
755,"What is the minimum, maximum, and average seating for all tracks.","select tbl:track, project col:track/Seating #1, aggregate min #2, aggregate max #2, aggregate avg #2, union #3 #4 #5","select tbl:track, project col:track/Seating #1, aggregate min #2, aggregate max #2, aggregate avg #2, union #4 #5"
756,"Return the minimum, maximum, and average seating across all tracks.","select tbl:track, project col:track/Seating #1, aggregate min #2, aggregate max #2, aggregate avg #2, union #3 #4 #5","select tbl:track, project col:track/Seating #1, aggregate min #2, aggregate max #2, aggregate avg #2, union #4 #3 #5"
757,"Show the name, location, open year for all tracks with a seating higher than the average.","select tbl:track, project col:track/Seating #1, aggregate avg #2, comparative #1 #2 >#3, project col:track/Name #4, project col:track/Location #4, project col:track/Open_Year #4, union #5 #6 #7","select col:track, project col:track/Seating #1, aggregate avg #2, comparative #1 #2 >#3, project col:track/Name #4, project col:track/Location #4, project col:track/Open_Year #4, union #5 #6 #7"
758,"What are the names, locations, and years of opening for tracks with seating higher than average?","select tbl:track, project col:track/Seating #1, aggregate avg #2, comparative #1 #2 >#3, project col:track/Name #4, project col:track/Location #4, project col:track/Year_Opened #4, union #5 #6 #7","select tbl:track, project col:track/Seating #1, aggregate avg #2, comparative #1 #2 >#3, project col:track/Name #4, project col:track/Location #4, project col:track/Year_Opened #4, union #5 #7 #8"
759,What are distinct locations where tracks are located?,"select col:track, project tbl:track #1",select tbl:track
760,Give the different locations of tracks.,"select col:track, project col:track/Location #1",select tbl:Track
761,How many races are there?,"select tbl:race, aggregate count #1","select tbl:races, aggregate count #1"
762,Count the number of races.,"select tbl:race, aggregate count #1","select tbl:race, aggregate count #2"
763,What are the distinct classes that races can have?,select tbl:race,select tbl:Racial
764,Return the different classes of races.,select tbl:race,select col:race
765,"Show name, class, and date for all races.","select tbl:race, project col:race/Name #1, project col:race/Class #1, project col:race/Date #1, union #2 #3 #4","select col:race, project col:race/Name #1, project col:race/Class #1, project col:race/Date #1, union #2 #3 #4"
766,"What are the names, classes, and dates for all races?","select tbl:race, project col:race/Name #1, project col:race/Class #1, project col:race/Date #1, union #2 #3 #4","select tbl:race, project col:race/name #1, project col:race/Class #1, project col:race/Date #1, union #2 #3 #4"
767,Show the race class and number of races in each class.,"select col:race, project tbl:race #1, group #2 #1, union #1 #3","select col:race, project none #1, group #2 #1, union #1 #3"
768,"What are the different classes of races, and how many races correspond to each?","select tbl:race, group #1 #2, union #2 #3","select col:race, project tbl:race #2, group #3 #2, union #2 #4"
769,What is the race class with most number of races.,"select col:race, project tbl:race #1, group #2 #1, superlative #1 #3","select col:race, project none #1, group #2 #1, superlative #1 #3."
770,Give the class of races that is most common.,"select col:race, project tbl:race #1, group #2 #1, superlative #1 #3","select tbl:race, project none #1, group #2 #1, superlative #1 #3"
771,List the race class with at least two races.,"select col:race, project tbl:race #1, group #2 #1, comparative #1 #3 >=2","select col:race, project none #1, group #2 #1, comparative #1 #3 >=2"
772,What are the classes of races that have two or more corresponding races?,"select tbl:race, project col:race/Class #1, group #1 #2, comparative #2 #3 >=2","select col:race, project tbl:race #1, group #2 #1, comparative #1 #3 >=2"
776,Return the names of tracks that have no had any races.,"select tbl:track, comparative #1 #1 tbl:race, discard #1 #2, project col:track/Name #3","select tbl:track, comparative #1 #1 tbl:race, discard #1 #2, project col:track/Name #4"
778,What are the years of opening for tracks with seating between 4000 and 5000?,"select tbl:track, project col:track/Seating #1, comparative #1 #2 >=4000, comparative #3 #2 =5000, project col:track/Year_Opened #4","select tbl:track, project col:track/Seating #1, comparative #1 #2 >=4000, comparative #4 #2 =5000, project col:track/Year_Opened #3"
779,Show the name of track and the number of races in each track.,"select col:race, project col:track/Name #1, project tbl:track #1, group #3 #1, union #2 #4","select col:race, project col:track/Name #1, project tbl:track #1, group #4 #1, union #2 #5"
780,"What are the names of different tracks, and how many races has each had?","select col:race, project col:track/Name #1, project tbl:track #1, group #3 #1, union #2 #4","select col:results, project col:tracks/name #1, project tbl:races #2, group #3 #2, union #2 #4"
781,Show the name of track with most number of races.,"select tbl:track, project tbl:race #1, group #2 #1, superlative #1 #3, project col:track/Name #4","select col:race, project tbl:track #1, group #2 #1, superlative #1 #3, project col:track/name #4"
782,What is the name of the track that has had the greatest number of races?,"select tbl:track, project tbl:race #1, group #2 #1, superlative #1 #3, project col:track/Name #4","select tbl:track, project none #1, group #2 #1, superlative #1 #3, project col:track/Name #4"
783,Show the name and date for each race and its track name.,"select tbl:track, project col:race/Name #1, project col:race/Date #1, project tbl:track #1, project col:track/Name #4, union #2 #3 #5","select col:track, project col:race/Name #1, project col:race/Date #1, project tbl:track #1, project col:track/Name #4, union #2 #3 #5"
784,"What are the names and dates of races, and the names of the tracks where they are held?","select tbl:track, project col:race/Name #1, project col:race/Date #1, project tbl:track #1, project col:track/Name #4, union #2 #3 #5","select col:track, project col:race/Name #1, project col:race/Date #1, project tbl:track #1, project col:track/Name #3, union #2 #4 #5"
786,What are the names and locations of tracks that have had exactly 1 race?,"select tbl:track, project tbl:race #1, group #2 #1, comparative #1 #3 =1, project col:track/Name #4, project col:track/Location #4, union #5 #6","select tbl:track, project tbl:race #1, group #2 #1, comparative #1 #3 =1, project col:track/Name #4, project col:track/Location #4, union #6 #7"
787,Find the locations where have both tracks with more than 90000 seats and tracks with less than 70000 seats.,"select col:track, project tbl:track #1, project col:track/Seating #2, comparative #1 #3 >90000, comparative #1 #3 70000, intersection #1 #4 #5","select col:track, project tbl:track #1, project col:track/Seating #2, group #3 #1, comparative #1 #4 >90000, comparative #1 #4 70000, intersection #1 #5 #6"
788,"What are the locations that have both tracks with more than 90000 seats, and tracks with fewer than 70000 seats?","select col:track, project tbl:track #1, project col:track/Seating #2, group #3 #1, comparative #1 #4 >90000, comparative #1 #4 70000, intersection #1 #5 #6","select col:track, project none #1, project col:track/Seating #2, comparative #1 #3 >90000, comparative #1 #3 70000, intersection #1 #4 #5"
789,How many members have the black membership card?,"select tbl:member, comparative #1 #1 =Black col:member/Membership_card, aggregate count #2","select tbl:member, comparative #1 #1 =Black col:member/Membership_card, aggregate count #2."
791,Give me the names of members whose address is in Harford or Waterbury.,"select tbl:member, project col:member/Address #1, comparative #1 #2 =Harford, comparative #1 #2 =Waterbury, union #3 #4, project col:member/Name #5","select tbl:member, comparative #1 #1 =Harford col:member/Address, comparative #1 #1 =Waterbury col:member/Address, union #2 #3, project col:member/Name #4"
793,"Find the purchase time, age and address of each member, and show the results in the order of purchase time.","select tbl:member, project col:member/Time_of_purchase #1, project col:member/Age #1, project col:member/Address #1, union #2 #3 #4, sort #5 #2","select tbl:member, project col:member/Time_of_purchase #1, project col:member/Age #1, project col:member/Address #1, union #2 #3 #4, sort #5 #3"
794,Which membership card has more than 5 members?,"select col:member, project tbl:member #1, group #2 #1, comparative #1 #3 >5","select col:member, project tbl:member #1, group #2 #1, comparative #1 #4 >5"
795,Which address has both members younger than 30 and members older than 40?,"select col:member, project tbl:member #1, comparative #1 #2 30, comparative #1 #2 >40, intersection #1 #3 #4","select col:member, project tbl:member #1, comparative #1 #2 30, comparative #1 #2 >40, intersection #1 #3 #4 #5"
796,What is the membership card held by both members living in Hartford and ones living in Waterbury address?,"select tbl:member, project col:member/Address #1, comparative #1 #2 =Hartford, comparative #1 #2 =Waterbury, intersection #1 #3 #4, project col:member/Membership_card #5","select tbl:member, comparative #1 #1 =Hartford col:member/Address, comparative #1 #1 =Waterbury col:member/Address, project col:member/Membership_card #2, project col:member/Membership_card #3"
798,Which address do not have any member with the black membership card?,"select tbl:member, project col:member/Membership_card #1, comparative #1 #2 =Black, project col:member/Address #3","select col:member, project tbl:member #1, project col:member/Membership_card #2, comparative #1 #3 =Black, project col:member/Address #4"
799,Show the shop addresses ordered by their opening year.,"select tbl:shop, project col:shop/Shop_Address #1, project col:shop/Open_Year #1, sort #2 #3","select tbl:shop, project col:shop/Shop_Address #1, project col:shop/Open_Year #2, sort #2 #3"
800,What are the average score and average staff number of all shops?,"select tbl:shop, project col:shop/Num_of_staff #1, aggregate avg #2, aggregate avg #2, union #3 #4","select tbl:shop, project col:shop/Num_of_staff #1, aggregate avg #2, aggregate avg #2, union #4 #3"
804,which shop has happy hour most frequently? List its id and number of happy hours.,"select col:happy_hour, project tbl:happy_hour #1, group #2 #1, superlative #1 #3, project col:happy_hour/Shop_ID #4, project tbl:happy_hour #4, aggregate count #6, union #5 #7","select col:happy_hour, project none #1, group #2 #1, superlative #1 #3, project col:happy_hour/Shop_ID #4, project tbl:happy_hour #4, aggregate count #7, union #5 #8"
805,Which month has the most happy hours?,"select col:happy_hour, project tbl:happy_hour #1, group #2 #1, superlative #1 #3","select col:happy_hour, superlative #1 #1"
806,Which months have more than 2 happy hours?,"select col:happy_hour, project tbl:happy_hour #1, group #2 #1, comparative #1 #3 >2","select col:happy_hour, comparative #1 #1 >2"
807,How many albums are there?,"select tbl:Album, aggregate count #1","select tbl:albums, aggregate count #1"
808,Find the number of albums.,"select tbl:Album, aggregate count #1","select tbl:Album, aggregate count #2"
809,List the names of all music genres.,"select tbl:Genre, project col:Genre/Name #1","select tbl:genre, project col:genre/Name #1"
810,What are the names of different music genres?,"select tbl:Genre, project col:Genre/Name #1","select col:Genre, project tbl:Genre #1"
813,What are the first names and last names of the employees who live in Calgary city.,"select tbl:employee, project col:employee/City #1, comparative #1 #2 =Calgary, project col:employee/Fname #3, project col:employee/Lname #3, union #4 #5","select tbl:Employees, project col:Employees/City #1, comparative #1 #2 =Calgary, project col:Employees/Fname #3, project col:Employees/Lname #3, union #4 #5"
815,What are the distinct billing countries of the invoices?,select tbl:Invoice,select val:Invoices
816,Find the different billing countries for all invoices.,select tbl:Invoice,select col:Invoices
817,"Find the names of all artists that have ""a"" in their names.","select tbl:artist, project col:artist/Name #1, comparative #1 #2 like%a%, project col:artist/Name #3","select tbl:Artist, project col:Artist/Name #1, comparative #1 #2 like%a%, project col:Artist/Name #3"
818,What are the names of artist who have the letter 'a' in their names?,"select tbl:artist, project col:artist/Name #1, comparative #1 #2 like%a%, project col:artist/Name #3","select col:artist, project col:artist/Name #1, comparative #1 #2 like%a%, project col:artist/Name #3"
819,"Find the title of all the albums of the artist ""AC/DC"".","select val:Artist, project tbl:Album #1, project col:Album/Title #2","select val:artist, project tbl:albums #1, project col:albums/title #2"
820,"What are the titles of albums by the artist ""AC/DC""?","select tbl:Album, comparative #1 #1 =AC/DC col:Artist/Name, project col:Album/Title #2","select tbl:Album, project tbl:Artist #1, comparative #1 #2 =AC/DC, project col:Album/Title #3"
821,"Hom many albums does the artist ""Metallica"" have?","select tbl:Artist, project tbl:Album #1, comparative #2 #1 =Metallica, aggregate count #3","select tbl:Artist, comparative #1 #1 =Metallica col:Artist/Name, project none #2, aggregate count #3"
822,"Find the number of albums by the artist ""Metallica"".","select tbl:Artist, comparative #1 #1 =Metallica col:Artist/Name, aggregate count #2","select val:Artist, project tbl:Album #1, aggregate count #2"
823,"Which artist does the album ""Balls to the Wall"" belong to?","select col:Artist, project tbl:Album #1, comparative #1 #2 =Balls to the Wall","select col:Artist, project tbl:Album #1, comparative #1 #2 =Balls to the Wall!"
824,"Find the name of the artist who made the album ""Balls to the Wall"".","select tbl:Artist, project tbl:Album #1, comparative #1 #2 =Balls to the Wall, project col:Artist/Name #3","select tbl:artist, project tbl:albums #1, comparative #1 #2 =Balls to the Wall, project col:artist/Name #3"
825,Which artist has the most albums?,"select col:Artist, project tbl:Album #1, group #2 #1, superlative #1 #3","select col:artist, project tbl:albums #1, group #2 #1, superlative #1 #3"
